id,name,now_cost,position,team,transfers_in,expected_goals,red_cards,form_rank,transfers_out_event,ict_index,chance_of_playing_this_round,starts,creativity,expected_assists,ict_index_rank,cost_change_event,expected_goals_conceded_per_90,in_dreamteam,expected_goals_conceded,expected_goals_per_90,selected_by_percent,transfers_out,clean_sheets_per_90,cost_change_start_fall,ict_index_rank_type,dreamteam_count,transfers_in_event,own_goals,goals_conceded_per_90,corners_and_indirect_freekicks_order,goals_scored,influence_rank,cost_change_start,threat_rank,selected_rank_type,news_added,event_points,ep_this,status,value_season,expected_goal_involvements,starts_per_90,bonus,threat,points_per_game_rank,cost_change_event_fall,yellow_cards,web_name,direct_freekicks_order,saves,news,penalties_saved,creativity_rank_type,points_per_game,total_points,creativity_rank,bps,value_form,now_cost_rank,expected_goal_involvements_per_90,penalties_order,saves_per_90,now_cost_rank_type,goals_conceded,expected_assists_per_90,form,points_per_game_rank_type,ep_next,clean_sheets,assists,selected_rank,influence,influence_rank_type,threat_rank_type,minutes,penalties_missed,form_rank_type,chance_of_playing_next_round
85,Dominic Solanke,71,FWD,Bournemouth,6860303,18.86,0,70,117998,264.3,100.0,36,477.3,2.07,11,-1,1.54,False,54.71,0.53,23.3,4759431,0.28,-6,4,2,5992,0,1.66,,18,22,6,5,4,2024-02-28T00:30:09.999722Z,2,2.5,a,23.7,20.93,1.01,20,1295.0,25,1,3,Solanke,,0,,0,4,4.7,168,63,536,0.5,28,0.59,1.0,0.0,11,59,0.06,3.5,4,3.5,10,3,11,869.2,3,3,3204,1,10,100.0
86,Marcus Tavernier,50,MID,Bournemouth,364596,3.74,0,264,401,148.9,0.0,24,599.4,4.11,66,0,1.38,False,31.17,0.17,0.3,349614,0.35,5,46,1,3,0,1.5,1.0,3,148,-5,71,96,2024-04-06T20:30:08.596189Z,0,0.0,i,17.4,7.85,1.06,5,440.0,145,0,3,Tavernier,2.0,0,Hamstring injury - Expected back 11 May,0,40,3.1,87,46,312,0.2,190,0.35,,0.0,116,34,0.18,1.0,67,0.0,8,4,305,449.6,66,43,2037,0,131,0.0
87,Hamed Traorè,47,MID,Bournemouth,619,0.17,0,766,4,5.7,0.0,0,14.8,0.01,475,0,1.72,False,0.84,0.35,0.0,2226,0.0,3,212,0,0,0,2.05,,0,490,-3,386,263,2023-12-06T23:30:08.350358Z,0,0.0,u,0.6,0.18,0.0,0,30.0,511,0,0,Hamed Traorè,,0,On loan to Napoli until the end of the season,0,214,1.0,3,440,10,0.0,319,0.37,,0.0,206,1,0.02,0.0,236,0.0,0,0,680,12.8,217,195,44,0,310,0.0
88,Mark Travers,40,GKP,Bournemouth,12389,0.00,0,94,176,7.9,100.0,3,0.0,0.00,464,0,1.84,False,5.52,0.0,0.2,12256,0.67,0,33,0,2168,0,1.0,,0,413,0,548,49,2023-07-28T08:25:34.409705Z,3,2.0,a,4.5,0.00,1.0,2,0.0,8,0,0,Travers,,11,,0,55,6.0,18,583,66,0.8,712,0.0,,3.67,45,3,0.0,3.0,1,3.0,2,0,347,78.2,33,43,270,0,9,100.0
89,Illia Zabarnyi,45,DEF,Bournemouth,603502,1.13,0,197,5760,87.8,,35,108.0,0.54,178,0,1.6,False,55.95,0.03,2.5,345933,0.23,0,49,0,440,0,1.8,,1,55,0,246,49,,1,0.7,a,18.2,1.67,1.0,3,117.0,250,0,5,Zabarnyi,,0,,0,89,2.3,82,289,555,0.4,429,0.05,,0.0,81,63,0.02,1.7,77,1.7,8,0,121,651.4,17,68,3150,0,59,
595,Milos Kerkez,44,DEF,Bournemouth,171976,1.32,1,195,1523,63.7,0.0,21,187.7,0.80,242,0,1.72,False,35.86,0.06,0.4,157708,0.29,1,74,0,10,1,1.68,,0,238,-1,214,108,2024-04-24T22:30:09.672672Z,0,0.0,s,13.4,2.12,1.01,1,148.0,271,0,3,Kerkez,,0,Suspended until 19 May,0,47,2.2,59,204,283,0.4,602,0.1,,0.0,118,35,0.04,1.7,88,0.0,6,2,260,300.4,87,53,1876,0,57,0.0
607,Ionuț Radu,43,GKP,Bournemouth,7038,0.00,0,573,29,3.3,,2,0.0,0.00,488,0,1.38,False,2.76,0.0,0.1,11257,0.0,2,37,0,26,0,3.5,,0,462,-2,640,60,,0,-1.0,a,0.5,0.00,1.0,0,0.0,470,0,0,Radu,,5,,0,82,1.0,2,670,31,0.0,636,0.0,,2.5,31,7,0.0,0.0,39,0.0,0,0,423,33.0,37,71,180,0,89,
619,Ben Greenwood,40,DEF,Bournemouth,14881,0.00,0,497,34,0.0,0.0,0,0.0,0.00,625,0,0.0,False,0.00,0.0,0.1,20472,0.0,0,228,0,0,0,0.0,,0,621,0,574,156,2024-02-04T18:34:01.223064Z,0,0.0,u,0.0,0.00,0.0,0,0.0,637,0,0,Greenwood,,0,Season-long loan to Eastleigh,0,226,0.0,0,608,0,0.0,744,0.0,,0.0,206,0,0.0,0.0,226,0.0,0,0,387,0.0,228,221,0,0,186,0.0
643,Max Aarons,44,DEF,Bournemouth,30404,0.04,0,325,24,31.3,100.0,12,112.5,0.88,351,0,2.02,False,26.14,0.0,0.1,33420,0.15,1,126,0,46,0,2.55,,0,329,-1,397,161,2024-01-22T01:00:10.889125Z,1,-0.5,a,6.1,0.92,0.93,0,27.0,414,0,1,Aarons,,0,,0,83,1.4,27,275,192,0.1,562,0.07,,0.0,109,33,0.07,0.5,145,0.5,2,1,396,175.8,125,141,1164,0,108,100.0
644,Alex Scott,49,MID,Bournemouth,6623,0.82,0,212,12,59.0,100.0,11,283.3,1.01,252,0,1.56,False,16.86,0.08,0.0,6359,0.28,1,123,0,16,0,2.13,3.0,1,320,-1,248,235,2023-11-04T19:30:09.474630Z,1,0.5,a,8.0,1.83,1.02,3,116.0,341,0,3,Scott,3.0,0,,0,94,1.9,39,138,154,0.3,261,0.17,,0.0,167,23,0.09,1.5,147,1.5,3,1,634,191.4,135,132,973,0,101,100.0
673,Tyler Adams,49,MID,Bournemouth,1032,0.00,0,794,7,4.3,0.0,1,13.3,0.01,481,0,0.96,False,1.16,0.0,0.0,974,0.0,1,215,0,1,0,0.83,,0,475,-1,452,316,2024-04-06T20:30:09.529766Z,0,0.0,i,0.8,0.01,0.83,1,6.0,315,0,0,Adams,,0,Back injury - Unknown return date,0,217,2.0,4,443,24,0.0,240,0.01,,0.0,153,1,0.01,0.0,134,0.0,0,0,787,23.2,211,222,109,0,331,0.0
705,Luis Sinisterra,55,MID,Bournemouth,19306,2.62,0,395,44,81.7,0.0,7,251.4,1.03,194,0,1.5,False,11.39,0.34,0.0,18554,0.13,0,100,0,9,0,2.36,,2,299,0,103,189,2024-03-23T13:00:10.422761Z,0,0.0,i,7.8,3.65,0.92,2,343.0,300,0,0,Sinisterra,,0,Hamstring injury - Expected back 19 May,0,104,2.1,43,156,149,0.0,103,0.48,,0.0,62,18,0.14,0.2,125,0.0,1,2,547,221.4,124,65,685,0,182,0.0
799,Romain Faivre,50,MID,Bournemouth,272,0.15,0,364,4,1.8,100.0,0,2.5,0.03,505,0,0.34,False,0.14,0.36,0.0,278,0.0,0,228,0,9,0,2.43,,0,508,0,438,330,2024-04-22T07:00:09.385014Z,1,-0.7,a,0.8,0.18,0.0,0,13.0,542,0,1,Faivre,,0,,0,230,0.8,4,473,9,0.1,204,0.43,,0.0,125,1,0.07,0.3,256,0.3,0,0,803,5.0,225,216,37,0,168,100.0
802,Max Kinsey,40,DEF,Bournemouth,1757,0.00,0,505,20,0.0,,0,0.0,0.00,633,0,0.0,False,0.00,0.0,0.0,1104,0.0,0,233,0,26,0,0.0,,0,629,0,582,237,,0,-1.0,a,0.0,0.00,0.0,0,0.0,645,0,0,Kinsey,,0,,0,231,0.0,0,616,0,0.0,754,0.0,,0.0,213,0,0.0,0.0,231,0.0,0,0,660,0.0,233,226,0,0,191,
804,Enes Ünal,50,FWD,Bournemouth,6774,2.05,0,119,120,37.9,100.0,1,37.2,0.08,330,0,1.27,False,3.19,0.82,0.0,4184,0.4,0,41,2,113,0,1.99,,2,357,0,169,81,2024-02-28T00:30:11.115193Z,1,1.7,a,6.8,2.13,0.4,3,205.0,242,0,1,Enes Ünal,,0,,0,53,2.4,34,391,91,0.5,184,0.85,,0.0,44,5,0.03,2.7,39,2.7,1,3,585,139.8,40,41,226,0,19,100.0
811,Dominic Sadi,45,MID,Bournemouth,569,0.00,0,384,16,0.0,,0,0.0,0.00,797,0,0.0,False,0.00,0.0,0.0,370,0.0,0,330,0,14,0,0.0,,0,794,0,779,327,,0,-0.8,a,0.2,0.00,0.0,0,0.0,503,0,0,Sadi,,0,,0,329,1.0,1,791,3,0.0,492,0.0,,0.0,299,0,0.0,0.2,231,0.2,0,0,799,0.0,329,325,1,0,174,
849,Michael Dacosta Gonzalez,45,MID,Bournemouth,45,0.00,0,747,3,0.0,,0,0.0,0.00,811,0,0.0,False,0.00,0.0,0.0,20,0.0,0,338,0,5,0,0.0,,0,808,0,794,368,,0,-1.0,a,0.0,0.00,0.0,0,0.0,811,0,0,Dacosta Gonzalez,,0,,0,337,0.0,0,805,0,0.0,511,0.0,,0.0,308,0,0.0,0.0,339,0.0,0,0,855,0.0,337,334,0,0,299,
855,Callan McKenna,40,GKP,Bournemouth,112,0.00,0,535,3,0.0,,0,0.0,0.00,663,0,0.0,False,0.00,0.0,0.0,27,0.0,0,92,0,13,0,0.0,,0,659,0,612,96,,0,-1.0,a,0.0,0.00,0.0,0,0.0,675,0,0,McKenna,,0,,0,76,0.0,0,646,0,0.0,787,0.0,,0.0,66,0,0.0,0.0,92,0.0,0,0,832,0.0,92,64,0,0,85,
90,Kristoffer Ajer,44,DEF,Brentford,161480,1.22,0,167,1622,78.6,100.0,20,165.2,2.60,201,0,1.48,False,29.05,0.06,0.9,102407,0.2,1,55,2,152,0,1.68,,2,175,-1,161,83,2024-04-13T23:00:08.709271Z,1,2.0,a,14.1,3.82,1.02,3,219.0,247,0,5,Ajer,,0,,0,58,2.3,62,224,302,0.5,541,0.19,,0.0,95,33,0.13,2.0,75,2.0,4,1,203,401.6,62,22,1765,0,50,100.0
91,Ellery Balcombe,39,GKP,Brentford,10916,0.00,0,432,52,0.0,,0,0.0,0.00,566,0,0.0,False,0.00,0.0,0.2,19100,0.0,1,56,0,10,0,0.0,,0,562,-1,509,50,,0,0.0,a,0.0,0.00,0.0,0,0.0,578,0,0,Balcombe,,0,,0,39,0.0,0,548,0,0.0,826,0.0,,0.0,85,0,0.0,0.0,56,0.0,0,0,348,0.0,56,26,0,0,48,
92,Shandon Baptiste,43,MID,Brentford,120050,0.89,0,580,235,20.6,100.0,2,54.8,0.36,404,0,1.3,False,3.21,0.36,0.7,345603,0.0,2,182,0,72,0,2.03,,1,391,-2,320,68,2023-12-29T16:30:08.875959Z,0,0.0,a,4.4,1.25,0.81,0,60.0,329,0,1,Baptiste,,0,,0,189,1.9,19,359,83,0.0,646,0.51,,0.0,360,5,0.15,0.0,140,0.0,0,1,220,92.4,166,162,222,0,194,100.0
93,Mads Bech Sørensen,40,DEF,Brentford,2309,0.00,0,471,13,0.0,0.0,0,0.0,0.00,600,0,0.0,False,0.00,0.0,0.1,16212,0.0,0,212,0,0,0,0.0,,0,596,0,547,186,2023-09-01T21:46:46.639465Z,0,0.0,u,0.0,0.00,0.0,0,0.0,613,0,0,Bech,,0,Transferred to Midtjylland,0,210,0.0,0,582,0,0.0,711,0.0,,0.0,183,0,0.0,0.0,211,0.0,0,0,471,0.0,212,204,0,0,169,0.0
94,Mads Bidstrup,45,MID,Brentford,0,0.00,0,682,0,0.0,0.0,0,0.0,0.00,755,0,0.0,False,0.00,0.0,0.0,138,0.0,0,298,0,0,0,0.0,,0,752,0,732,356,2023-07-19T08:50:35.624414Z,0,0.0,u,0.0,0.00,0.0,0,0.0,760,0,0,Bidstrup,,0,Transfer to Red Bull Salzburg on a permanent basis,0,296,0.0,0,747,0,0.0,431,0.0,,0.0,252,0,0.0,0.0,302,0.0,0,0,837,0.0,297,290,0,0,251,0.0
95,Sergi Canós Tenés,50,MID,Brentford,292,0.00,0,811,2,0.0,0.0,0,0.0,0.00,837,0,0.0,False,0.00,0.0,0.0,3868,0.0,0,358,0,0,0,0.0,,0,837,0,831,272,2023-08-21T08:27:40.363072Z,0,0.0,u,0.0,0.00,0.0,0,0.0,837,0,0,Canós,,0,Permanent transfer to Valencia,0,358,0.0,0,834,0,0.0,188,0.0,,0.0,114,0,0.0,0.0,358,0.0,0,0,702,0.0,358,358,0,0,343,0.0
96,Nathan Collins,45,DEF,Brentford,241872,1.59,0,65,1168,95.4,100.0,28,140.4,0.94,153,0,1.44,False,40.92,0.06,1.0,176423,0.25,0,37,0,870,0,1.76,,1,60,0,193,79,2023-11-21T12:00:09.456718Z,7,3.6,a,18.2,2.53,0.98,8,172.0,198,0,3,Collins,,0,,0,70,2.6,82,247,481,0.8,407,0.09,,0.0,79,50,0.03,3.6,57,3.6,7,1,189,640.4,19,40,2559,0,18,100.0
97,Matthew Cox,40,GKP,Brentford,0,0.00,0,509,0,0.0,0.0,0,0.0,0.00,637,0,0.0,False,0.00,0.0,0.0,563,0.0,0,85,0,0,0,0.0,,0,633,0,586,91,2023-07-26T11:24:14.392215Z,0,0.0,u,0.0,0.00,0.0,0,0.0,649,0,0,Cox,,0,On loan to Bristol Rovers for the season,0,69,0.0,0,620,0,0.0,758,0.0,,0.0,59,0,0.0,0.0,85,0.0,0,0,771,0.0,85,57,0,0,78,0.0
98,Mikkel Damsgaard,48,MID,Brentford,4570,0.76,0,88,12,42.8,100.0,6,168.7,0.86,309,0,1.09,False,8.83,0.09,0.0,12413,0.49,2,146,0,39,0,0.99,,0,345,-2,269,179,2023-08-26T21:00:07.451858Z,3,3.2,a,8.5,1.62,0.74,0,103.0,312,0,2,Damsgaard,,0,,0,133,2.0,41,218,143,0.7,295,0.2,,0.0,191,8,0.11,3.2,132,3.2,4,4,530,154.6,147,144,729,0,40,100.0
99,Josh Dasilva,47,MID,Brentford,1270,0.00,0,764,4,3.6,0.0,0,15.4,0.23,484,0,0.41,False,0.10,0.0,0.0,11081,0.0,3,218,0,5,0,0.0,4.0,0,501,-3,435,223,2024-02-08T16:00:08.095666Z,0,0.0,i,0.6,0.23,0.0,0,14.0,510,0,0,Dasilva,,0,Knee injury - Expected back 01 Jun,0,213,1.0,3,439,6,0.0,315,0.94,4.0,0.0,203,0,0.94,0.0,235,0.0,0,0,617,6.8,223,214,22,0,309,0.0
100,Halil Dervişoğlu,45,FWD,Brentford,0,0.00,0,663,0,0.0,0.0,0,0.0,0.00,740,0,0.0,False,0.00,0.0,0.0,859,0.0,0,82,0,0,0,0.0,,0,737,0,715,108,2023-07-19T08:49:49.674290Z,0,0.0,u,0.0,0.00,0.0,0,0.0,747,0,0,Dervişoğlu,,0,Transfer to Galatasaray on a permanent basis,0,81,0.0,0,733,0,0.0,408,0.0,,0.0,73,0,0.0,0.0,85,0.0,0,0,765,0.0,80,80,0,0,69,0.0
101,Mark Flekken,47,GKP,Brentford,978255,0.00,0,43,4330,90.7,100.0,35,30.3,0.14,166,0,1.45,False,49.91,0.0,4.7,682392,0.2,-2,7,3,2526,0,1.68,,0,20,2,804,15,2023-11-04T19:30:07.833796Z,10,4.4,a,24.5,0.14,1.01,12,0.0,117,0,3,Flekken,,109,,0,4,3.3,115,405,653,0.9,309,0.0,,3.16,14,58,0.0,4.4,19,4.4,7,1,79,876.6,8,88,3105,0,7,100.0
